"","SampleID","Site","Treatment","TREATMENT_PHASE","inctime_hours","DryMass_SoilOnly_g","CO2_flux_mgC_hr","cumCO2_flux_mgC_gSoil","CO2_flux_mgC_gSoil_hr"
"707","S3","SR","saturation","SATURATION_INCUBATION",360.01,125.17,6.21959855051296,27.1747030954301,0.0496892110770389
"708","S15","SR","field moist","FIELD_MOIST_INCUBATION",360.13,128.59,3.65235412540984,19.9648245533466,0.0284030960837533
"709","S21","SR","field moist","FIELD_MOIST_INCUBATION",430.59,96.55,5.79921558024961,23.8139346479809,0.060064376802171
"710","S1","SR","field moist","FIELD_MOIST_INCUBATION",430.71,111.5,16.1334470535907,99.0789260471335,0.144694592408886
"711","S7","SR","saturation","SATURATION_INCUBATION",360.59,126.55,4.4844593430552,18.6261001625743,0.0354362650577258
"712","S2","SR","saturation","SATURATION_INCUBATION",360.51,121.23,0.426732650282235,20.6149224198575,0.00352002516111718
"713","S19","SR","field moist","FIELD_MOIST_INCUBATION",430.8,107.7,1.02634330931916,8.32867852414616,0.00952965004010366
"714","S24","SR","saturation","SATURATION_INCUBATION",360.38,127.41,15.2914963584437,69.2572217508495,0.120018023376844
"715","S18","SR","saturation","SATURATION_INCUBATION",360.47,119.84,1.37543370158313,11.3860328632008,0.0114772505138779
"716","S13","SR","field moist","FIELD_MOIST_INCUBATION",431.13,113.62,0.0926114856315835,2.85676317157417,0.000815098447734408
"717","S3","SR","saturation","SATURATION_INCUBATION",360.63,125.17,5.37711147063208,27.201337345744,0.0429584682482391
"718","S15","SR","field moist","FIELD_MOIST_INCUBATION",360.76,128.59,2.50332534887816,19.977089076014,0.019467496297365
"719","S21","SR","field moist","FIELD_MOIST_INCUBATION",431.21,96.55,4.14905790625069,23.8405780027388,0.0429731528353256
"720","S1","SR","field moist","FIELD_MOIST_INCUBATION",431.34,111.5,11.241926818306,99.1424454542683,0.10082445576956
"721","S7","SR","saturation","SATURATION_INCUBATION",361.21,126.55,3.77985272707929,18.644618603434,0.0298684529994412
"722","S2","SR","saturation","SATURATION_INCUBATION",361.13,121.23,0.425502668528445,20.6170985450286,0.00350987930816172
"723","S19","SR","field moist","FIELD_MOIST_INCUBATION",431.42,107.7,1.07951323144421,8.33489299214519,0.0100233354823047
"724","S24","SR","saturation","SATURATION_INCUBATION",361.01,127.41,14.7791579154609,69.3302997626754,0.115996844168126
"725","S18","SR","saturation","SATURATION_INCUBATION",361.09,119.84,1.32698573045809,11.3928981098036,0.011072978391673
"726","S15","SR","field moist","FIELD_MOIST_INCUBATION",362.24,128.59,1.37720143841522,19.9929399052297,0.0107100197403781
"727","S19","SR","field moist","FIELD_MOIST_INCUBATION",432.64,107.7,0.596410307712064,8.34164898634583,0.00553770016445742
"728","S3","SR","saturation","SATURATION_INCUBATION",362.29,125.17,1.40614515130525,27.2199855917388,0.011233883129386
"729","S1","SR","field moist","FIELD_MOIST_INCUBATION",432.85,111.5,3.01854037523817,99.1833243418612,0.0270721109886831
"730","S13","SR","field moist","FIELD_MOIST_INCUBATION",432.96,113.62,0.0268904426288639,2.85719627762953,0.00023666997561049
"731","S15","SR","field moist","FIELD_MOIST_INCUBATION",362.72,128.59,0.353351318912116,19.9942588929666,0.00274789111837714
"732","S19","SR","field moist","FIELD_MOIST_INCUBATION",433.12,107.7,0.525932298219844,8.34399297430447,0.00488330824716661
"733","S3","SR","saturation","SATURATION_INCUBATION",362.77,125.17,0.101937360968247,27.2203764995703,0.000814391315556819
"734","S1","SR","field moist","FIELD_MOIST_INCUBATION",433.34,111.5,2.31319385052281,99.1934899471236,0.0207461331885453
"735","S13","SR","field moist","FIELD_MOIST_INCUBATION",433.45,113.62,0.0890610595742319,2.85758036422689,0.000783850198681851
"736","S15","SR","field moist","FIELD_MOIST_INCUBATION",363.21,128.59,0.122345644701981,19.9947250984717,0.000951439806376706
"737","S19","SR","field moist","FIELD_MOIST_INCUBATION",433.6,107.7,1.23627257084445,8.34950282420238,0.0114788539539875
"738","S3","SR","saturation","SATURATION_INCUBATION",363.26,125.17,0.192363925469639,27.2211295420204,0.00153682132675273
"739","S1","SR","field moist","FIELD_MOIST_INCUBATION",433.82,111.5,2.42732164501798,99.2039394035326,0.0217697008521792
"740","S13","SR","field moist","FIELD_MOIST_INCUBATION",433.93,113.62,0.0288453570106801,2.85770222456279,0.000253875699794755
"741","S15","SR","field moist","FIELD_MOIST_INCUBATION",363.69,128.59,0.0434978321968181,19.9948874669253,0.000338267611764663
"742","S19","SR","field moist","FIELD_MOIST_INCUBATION",434.09,107.7,0.202760652101147,8.35042531927694,0.0018826430092957
"743","S7","SR","saturation","SATURATION_INCUBATION",435.24,126.55,7.19978407733862,22.8563927262738,0.0568928018754534
"744","S24","SR","saturation","SATURATION_INCUBATION",434.95,127.41,16.1595763672417,78.7082063366794,0.126831303408223
"745","S3","SR","saturation","SATURATION_INCUBATION",435.03,125.17,5.44830631876693,30.3450805246672,0.0435272534853953
"746","S18","SR","saturation","SATURATION_INCUBATION",434.99,119.84,5.9537554948328,15.0643144237901,0.0496808702839853
"747","S19","SR","field moist","FIELD_MOIST_INCUBATION",505.53,107.7,1.33595754706715,9.23659808773076,0.0124044340489058
"748","S13","SR","field moist","FIELD_MOIST_INCUBATION",505.7,113.62,1.18318428795251,3.6050806469035,0.0104135212810465
"749","S2","SR","saturation","SATURATION_INCUBATION",435.45,121.23,7.49192377310798,25.2100192314707,0.0617992557379195
"750","S1","SR","field moist","FIELD_MOIST_INCUBATION",505.78,111.5,10.6899874128576,106.103055943705,0.0958743265727141
"751","S21","SR","field moist","FIELD_MOIST_INCUBATION",505.78,96.55,5.35240484836404,27.9744861285027,0.055436611583263
"752","S15","SR","field moist","FIELD_MOIST_INCUBATION",435.45,128.59,4.31232519555398,22.401392296484,0.0335354630651993
"753","S7","SR","saturation","SATURATION_INCUBATION",435.86,126.55,4.68380204782768,22.8793398402181,0.0370114741037351
"754","S24","SR","saturation","SATURATION_INCUBATION",435.57,127.41,12.1836202495798,78.7674940264584,0.0956253060951245
"755","S3","SR","saturation","SATURATION_INCUBATION",435.65,125.17,3.25663662552805,30.3612115041977,0.0260177089200931
"756","S18","SR","saturation","SATURATION_INCUBATION",435.61,119.84,5.30923350110179,15.0917820870969,0.044302682752852
"757","S19","SR","field moist","FIELD_MOIST_INCUBATION",506.15,107.7,0.780106970969493,9.24108895423031,0.0072433330637836
"758","S13","SR","field moist","FIELD_MOIST_INCUBATION",506.32,113.62,0.820552291181716,3.60955822497543,0.00722190011601581
"759","S2","SR","saturation","SATURATION_INCUBATION",436.07,121.23,5.54628073791145,25.2383842736014,0.0457500679527465
"760","S1","SR","field moist","FIELD_MOIST_INCUBATION",506.4,111.5,7.04836691543225,106.142248656598,0.0632140530532041
"761","S21","SR","field moist","FIELD_MOIST_INCUBATION",506.4,96.55,4.47276798356313,28.0032082015199,0.046325924221265
"762","S15","SR","field moist","FIELD_MOIST_INCUBATION",436.07,128.59,2.25398546774805,22.4122599455237,0.0175284661929236
"763","S7","SR","saturation","SATURATION_INCUBATION",436.49,126.55,3.89830581448378,22.8987466569951,0.0308044710745459
"764","S24","SR","saturation","SATURATION_INCUBATION",436.2,127.41,9.69613719049437,78.8154381943417,0.0761018537830184
"765","S3","SR","saturation","SATURATION_INCUBATION",436.28,125.17,2.44174592932988,30.3735011897092,0.019507437319884
"766","S18","SR","saturation","SATURATION_INCUBATION",436.24,119.84,NA,15.1174952944728,NA
"767","S19","SR","field moist","FIELD_MOIST_INCUBATION",506.77,107.7,0.755627869036809,9.2454389011087,0.00701604335224521
"768","S13","SR","field moist","FIELD_MOIST_INCUBATION",506.94,113.62,0.666174915922709,3.61319339878173,0.00586318355855227
"769","S2","SR","saturation","SATURATION_INCUBATION",436.69,121.23,4.15179663979445,25.2596175815011,0.0342472708058604
"770","S1","SR","field moist","FIELD_MOIST_INCUBATION",507.02,111.5,5.6346981012715,106.173580610166,0.0505354089800135
"771","S21","SR","field moist","FIELD_MOIST_INCUBATION",507.02,96.55,4.01222234768782,28.0289728608214,0.0415559020993042
"772","S15","SR","field moist","FIELD_MOIST_INCUBATION",436.69,128.59,2.05889593308548,22.4221869653426,0.0160113222885565
"773","S7","SR","saturation","SATURATION_INCUBATION",438.1,126.55,6.42109856583907,22.9804374408039,0.0507396172725332
"774","S24","SR","saturation","SATURATION_INCUBATION",437.81,127.41,17.8944572508091,79.0415591909181,0.140447823960514
"775","S3","SR","saturation","SATURATION_INCUBATION",437.89,125.17,5.94173472877826,30.4499267941938,0.0474693195556304
"776","S18","SR","saturation","SATURATION_INCUBATION",437.85,119.84,3.82297553279353,15.1688553629625,0.0319006636581569
"777","S19","SR","field moist","FIELD_MOIST_INCUBATION",508.39,107.7,0.889856812906325,9.25882393394908,0.00826236595084796
"778","S13","SR","field moist","FIELD_MOIST_INCUBATION",508.56,113.62,1.20403388138891,3.6303605778686,0.0105970241276968
"779","S2","SR","saturation","SATURATION_INCUBATION",438.31,121.23,8.48609426337478,25.3730175048424,0.0699999526798216
"780","S1","SR","field moist","FIELD_MOIST_INCUBATION",508.64,111.5,11.1504570281271,106.335587250395,0.100004098906969
"781","S21","SR","field moist","FIELD_MOIST_INCUBATION",508.64,96.55,4.95510266858044,28.1121138895433,0.051321622667845
"782","S15","SR","field moist","FIELD_MOIST_INCUBATION",438.31,128.59,NA,22.4382961765149,NA
"783","S21","SR","field moist","FIELD_MOIST_INCUBATION",509.01,96.55,0.0313567053463021,28.1122340550636,0.000324771676295206
"784","C24","CPCRW","drought","DROUGHT_INCUBATION",583.95,198.71,0.0698244912762786,6.18761788620724,0.000351388914882384
"785","S18","SR","saturation","SATURATION_INCUBATION",438.53,119.84,0.917528412566648,15.1740616323262,0.00765627847602343
"786","C21","CPCRW","drought","DROUGHT_INCUBATION",584.13,225.9,0.345876470314665,1.18403948694797,0.00153110433959569
"787","S15","SR","field moist","FIELD_MOIST_INCUBATION",438.76,128.59,1.06197059770282,22.4420125367993,0.00825857840969605
"788","C25","CPCRW","drought","DROUGHT_INCUBATION",583.78,232.3,2.36477512277001,5.62615617206556,0.0101798326421438
"789","C23","CPCRW","drought","DROUGHT_INCUBATION",584.12,214.95,0.29559028319345,0.706653588667956,0.00137515833074413
"790","S24","SR","saturation","SATURATION_INCUBATION",438.92,127.41,2.23037832825556,79.0609903183364,0.017505520196653
"791","C22","CPCRW","drought","DROUGHT_INCUBATION",584.56,216.87,1.4380991529753,7.80004474912841,0.0066311576196583
"792","S21","SR","field moist","FIELD_MOIST_INCUBATION",509.49,96.55,0.307008482835493,28.1137603530621,0.00317978749700148
"793","C24","CPCRW","drought","DROUGHT_INCUBATION",584.42,198.71,0.683640417408152,6.18923487073837,0.00344039261943612
"794","S18","SR","saturation","SATURATION_INCUBATION",439.02,119.84,0.803297100810518,15.1773461415001,0.00670307994668323
"795","C21","CPCRW","drought","DROUGHT_INCUBATION",584.61,225.9,0.302815217531113,1.18468291901709,0.00134048347734003
"796","S15","SR","field moist","FIELD_MOIST_INCUBATION",439.25,128.59,0.110996339308146,22.4424354950873,0.00086318017970407
"797","C25","CPCRW","drought","DROUGHT_INCUBATION",584.26,232.3,0.247164453029327,5.62666688638951,0.00106398817490024
"798","C23","CPCRW","drought","DROUGHT_INCUBATION",584.6,214.95,0.229855710909443,0.707166874275011,0.0010693450146985
"799","S24","SR","saturation","SATURATION_INCUBATION",439.41,127.41,3.34014505771202,79.0738360217999,0.0262157213539912
"800","C22","CPCRW","drought","DROUGHT_INCUBATION",585.04,216.87,2.15365246221128,7.80481144429999,0.00993061494079993
"801","S21","SR","field moist","FIELD_MOIST_INCUBATION",509.97,96.55,0.242984207223504,28.1149683532638,0.00251666708672712
"802","C24","CPCRW","drought","DROUGHT_INCUBATION",584.91,198.71,0.541072426780062,6.19056910398844,0.00272292500015128
"803","S18","SR","saturation","SATURATION_INCUBATION",439.5,119.84,5.9931540450191,15.2013507638433,0.0500096298816681
"804","C21","CPCRW","drought","DROUGHT_INCUBATION",585.09,225.9,2.2592117462005,1.18948336894262,0.0100009373448451
"805","S15","SR","field moist","FIELD_MOIST_INCUBATION",439.73,128.59,0.109296864270637,22.4428434777831,0.000849963949534463
"806","C25","CPCRW","drought","DROUGHT_INCUBATION",584.75,232.3,0.243380095628882,5.62718025809359,0.00104769735526854
"807","C23","CPCRW","drought","DROUGHT_INCUBATION",585.09,214.95,0.462536668481798,0.708221272821445,0.00215183376823354
"808","S24","SR","saturation","SATURATION_INCUBATION",439.89,127.41,0.82608451981653,79.0769481838712,0.0064836709819993
"809","C22","CPCRW","drought","DROUGHT_INCUBATION",585.53,216.87,0.532641226461035,7.80601490351964,0.00245603922377939
"810","S21","SR","field moist","FIELD_MOIST_INCUBATION",510.45,96.55,0.193342528646263,28.1159295589991,0.00200251194869253
"811","C24","CPCRW","drought","DROUGHT_INCUBATION",585.39,198.71,0.43053131876263,6.19160908704418,0.00216663136612465
"812","S18","SR","saturation","SATURATION_INCUBATION",439.98,119.84,4.29782277254237,15.218565007258,0.0358630071140051
"813","C21","CPCRW","drought","DROUGHT_INCUBATION",585.58,225.9,1.6201305052196,1.19299759624478,0.0071718924533847
"814","S15","SR","field moist","FIELD_MOIST_INCUBATION",440.21,128.59,0.281423639660881,22.4438939742995,0.00218853440905888
"815","C25","CPCRW","drought","DROUGHT_INCUBATION",585.23,232.3,0.626668594656968,5.62847513939121,0.00269766937002569
"816","C23","CPCRW","drought","DROUGHT_INCUBATION",585.57,214.95,0.302260251639662,0.708896243376398,0.00140618865615102
"817","S24","SR","saturation","SATURATION_INCUBATION",440.37,127.41,0.450471891027369,79.0786452759966,0.00353560859451667
"818","C22","CPCRW","drought","DROUGHT_INCUBATION",586.01,216.87,0.290454420543226,7.80665776847035,0.00133930198064844
"819","S21","SR","field moist","FIELD_MOIST_INCUBATION",510.93,96.55,0.256700588186542,28.1172057504267,0.00265873214072027
"820","C24","CPCRW","drought","DROUGHT_INCUBATION",585.87,198.71,0.571615792618996,6.192989871003,0.00287663324754162
"821","S18","SR","saturation","SATURATION_INCUBATION",440.46,119.84,6.68017833306976,15.2453213957749,0.0557424760770174
"822","C21","CPCRW","drought","DROUGHT_INCUBATION",586.06,225.9,2.51819613569388,1.19834834500588,0.011147393252297
"823","S15","SR","field moist","FIELD_MOIST_INCUBATION",440.7,128.59,0.188586076934146,22.4446125929922,0.00146656876066682
"824","C25","CPCRW","drought","DROUGHT_INCUBATION",585.71,232.3,0.419939746165608,5.62934285819516,0.00180774750824627
"825","C23","CPCRW","drought","DROUGHT_INCUBATION",586.05,214.95,0.139160725501034,0.709207000055814,0.000647409748783596
"826","C22","CPCRW","drought","DROUGHT_INCUBATION",586.49,216.87,0.229984958554203,7.80716679590663,0.00106047382558308
"827","C24","CPCRW","drought","DROUGHT_INCUBATION",586.35,198.71,NA,6.19379361390148,NA
"828","C21","CPCRW","drought","DROUGHT_INCUBATION",586.54,225.9,NA,1.20139641552622,NA
"829","C25","CPCRW","drought","DROUGHT_INCUBATION",586.19,232.3,0.402919081648482,5.6301754073092,0.00173447732091469
"830","C23","CPCRW","drought","DROUGHT_INCUBATION",586.53,214.95,0.123244631508401,0.709482214864486,0.000573364184733198
"831","C22","CPCRW","drought","DROUGHT_INCUBATION",586.98,216.87,0.488854831905135,7.80827132335457,0.00225413764884555
"832","C24","CPCRW","drought","DROUGHT_INCUBATION",586.84,198.71,0.088873109339342,6.19401276655397,0.000447250311203976
"833","C21","CPCRW","drought","DROUGHT_INCUBATION",587.03,225.9,0.328223201013374,1.20210836492196,0.00145295795047975
"834","C25","CPCRW","drought","DROUGHT_INCUBATION",586.68,232.3,0.114083789690035,5.63041604896632,0.000491105422686334
"835","C23","CPCRW","drought","DROUGHT_INCUBATION",587.02,214.95,0.0882702434291114,0.709683435703194,0.000410654772873279
"836","C22","CPCRW","drought","DROUGHT_INCUBATION",587.46,216.87,0.18545479313895,7.80868179184125,0.000855142680587218
"837","C24","CPCRW","drought","DROUGHT_INCUBATION",587.32,198.71,0.0956577727094993,6.19424383560385,0.000481393853905185
"838","C21","CPCRW","drought","DROUGHT_INCUBATION",587.51,225.9,0.610494892536884,1.20340556522482,0.00270250063097337
"839","C25","CPCRW","drought","DROUGHT_INCUBATION",587.16,232.3,0.179212520273674,5.63078635464747,0.00077147016906446
"840","C23","CPCRW","drought","DROUGHT_INCUBATION",587.5,214.95,0.0323397146102396,0.709755652790949,0.000150452266156034
"841","C22","CPCRW","drought","DROUGHT_INCUBATION",587.94,216.87,0.108665766677584,7.80892230259887,0.000501064078376833
"842","C24","CPCRW","drought","DROUGHT_INCUBATION",587.8,198.71,0.0799355657009969,6.19443692639715,0.000402272486039942
"843","C21","CPCRW","drought","DROUGHT_INCUBATION",587.99,225.9,0.248626299201464,1.203933854838,0.00110060336078559
"844","C25","CPCRW","drought","DROUGHT_INCUBATION",587.64,232.3,0.0822584568223345,5.63095632476919,0.000354104420242507
"845","C23","CPCRW","drought","DROUGHT_INCUBATION",587.98,214.95,0.0350443422614737,0.709833909521749,0.000163034855833792
"846","C22","CPCRW","drought","DROUGHT_INCUBATION",588.43,216.87,0.0238380286159388,7.80897616267183,0.000109918516235251
"847","C24","CPCRW","drought","DROUGHT_INCUBATION",588.29,198.71,0.144942342348055,6.19479434045658,0.000729416447828769
"848","C21","CPCRW","drought","DROUGHT_INCUBATION",588.48,225.9,0.361049221905145,1.2047170072007,0.00159827012795549
"849","C25","CPCRW","drought","DROUGHT_INCUBATION",588.13,232.3,0.0588170725700612,5.63108039005356,0.000253194457899532
"850","C23","CPCRW","drought","DROUGHT_INCUBATION",588.47,214.95,0.0380840894157909,0.709920726008438,0.000177176503446341
"851","C22","CPCRW","drought","DROUGHT_INCUBATION",588.91,216.87,0.0752086596170531,7.80914262256308,0.000346791440111832
"852","C24","CPCRW","drought","DROUGHT_INCUBATION",588.77,198.71,0.0424166068613184,6.19489680118475,0.000213459850341293
"853","C21","CPCRW","drought","DROUGHT_INCUBATION",588.96,225.9,NA,1.20548417686212,NA
"854","C25","CPCRW","drought","DROUGHT_INCUBATION",588.61,232.3,0.0513020194226604,5.63118639508723,0.000220843820157815
